Report Date:,28/09/2017 16:18:43
Report User Name:,gvw
Report Computer Name:,DZ0044
Application:,WinSitu.exe
Application Version:,5.6.25.0


Log File Properties
File Name,RN24762_Append_2017-09-27_09-43-49-384.wsl
Create Date,27/09/2017 09:43:49

Device Properties
Device,Level TROLL 300
Site,RN24762  at round about
Device Name,RN011819_T_300_use_B_T_SN_177035
Serial Number,177117
Firmware Version,2.05
Hardware Version,3
Device Address,1
Device Comm Cfg,19200,8,Even,1,(Modbus-RTU)
Used Memory,0
Used Battery,28

Log Configuration
,Log Name,RN24762
,Created By,gvw
,Computer Name,DZ0044
,Application,WinSitu.exe
,Application Version,5.6.25.0
,Create Date,20/04/2016 11:33:47 AUS Central Standard Time
,Log Setup Time Zone,Unknown
,Notes Size(bytes),4096
,Overwrite when full,Disabled
,Scheduled Start Time,20/04/2016 12:00:00 AUS Central Standard Time
,Scheduled Stop Time,No Stop Time
,Type,Linear
 ,Interval,Days: 0 hrs: 01 mins: 00 secs: 00



Level Reference Settings At Log Creation
,        Level Measurement Mode,Level Depth To Water
,              Specific Gravity,0.999
,          Level Reference Mode:,Set first logged value to offset
,        Level Reference Offset:,5.59 (m)


Other Log Settings
,Depth of Probe:,10.3109 (m)
,Head Pressure:,1030.06 (cmH2O)
,Temperature:,34.4233 (C)



Log Data:
Record Count,12598

Sensors,1

 ,1,177117,Pressure/Temp 30 PSIA (10.9m/35.8ft)

Time Zone: AUS Central Standard Time

,Sensor: Pres(A) 35.8ft        ,Sensor: Pres(A) 35.8ft        ,Sensor: Pres(A) 35.8ft        ,
,SN#: 177117                   ,SN#: 177117                   ,SN#: 177117                   ,
Date and Time,Pressure (cmH2O)              ,Temperature (C)               ,Level Depth To Water (m)      ,
19/12/2016 18:00:00    ,                      1627.604,                        29.992,                         6.700,
19/12/2016 19:00:00    ,                      1628.272,                        29.992,                         6.693,
19/12/2016 20:00:00    ,                      1628.256,                        29.993,                         6.694,
19/12/2016 21:00:00    ,                      1628.341,                        29.994,                         6.693,
19/12/2016 22:00:00    ,                      1628.614,                        29.994,                         6.690,
19/12/2016 23:00:00    ,                      1628.772,                        29.994,                         6.688,
20/12/2016 00:00:00    ,                      1628.723,                        29.993,                         6.689,
20/12/2016 01:00:00    ,                      1628.468,                        29.993,                         6.692,
20/12/2016 02:00:00    ,                      1627.817,                        29.990,                         6.698,
20/12/2016 03:00:00    ,                      1627.257,                        29.991,                         6.704,
20/12/2016 04:00:00    ,                      1626.972,                        29.994,                         6.706,
20/12/2016 05:00:00    ,                      1626.955,                        29.993,                         6.707,
20/12/2016 06:00:00    ,                      1627.153,                        29.993,                         6.705,
20/12/2016 07:00:00    ,                      1627.269,                        29.995,                         6.704,
20/12/2016 08:00:00    ,                      1627.584,                        29.993,                         6.700,
20/12/2016 09:00:00    ,                      1627.640,                        29.990,                         6.700,
20/12/2016 10:00:00    ,                      1627.302,                        29.994,                         6.703,
20/12/2016 11:00:00    ,                      1627.342,                        29.993,                         6.703,
20/12/2016 12:00:00    ,                      1627.878,                        29.993,                         6.697,
20/12/2016 13:00:00    ,                      1627.302,                        29.994,                         6.703,
20/12/2016 14:00:00    ,                      1626.955,                        29.992,                         6.707,
20/12/2016 15:00:00    ,                      1627.003,                        29.994,                         6.706,
20/12/2016 16:00:00    ,                      1626.524,                        29.993,                         6.711,
20/12/2016 17:00:00    ,                      1626.633,                        29.992,                         6.710,
20/12/2016 18:00:00    ,                      1626.826,                        29.992,                         6.708,
20/12/2016 19:00:00    ,                      1627.088,                        29.995,                         6.705,
20/12/2016 20:00:00    ,                      1627.479,                        29.993,                         6.701,
20/12/2016 21:00:00    ,                      1627.620,                        29.992,                         6.700,
20/12/2016 22:00:00    ,                      1627.700,                        29.991,                         6.699,
20/12/2016 23:00:00    ,                      1627.918,                        29.994,                         6.697,
21/12/2016 00:00:00    ,                      1628.119,                        29.992,                         6.695,
21/12/2016 01:00:00    ,                      1627.890,                        29.991,                         6.697,
21/12/2016 02:00:00    ,                      1627.825,                        29.994,                         6.698,
21/12/2016 03:00:00    ,                      1628.220,                        29.995,                         6.694,
21/12/2016 04:00:00    ,                      1628.075,                        29.993,                         6.695,
21/12/2016 05:00:00    ,                      1628.208,                        29.994,                         6.694,
21/12/2016 06:00:00    ,                      1629.279,                        29.992,                         6.683,
21/12/2016 07:00:00    ,                      1629.021,                        29.993,                         6.686,
21/12/2016 08:00:00    ,                      1629.412,                        29.993,                         6.682,
21/12/2016 09:00:00    ,                      1630.286,                        29.993,                         6.673,
21/12/2016 10:00:00    ,                      1631.083,                        29.992,                         6.665,
21/12/2016 11:00:00    ,                      1630.890,                        29.995,                         6.667,
21/12/2016 12:00:00    ,                      1631.772,                        29.993,                         6.658,
21/12/2016 13:00:00    ,                      1631.148,                        29.993,                         6.665,
21/12/2016 14:00:00    ,                      1630.926,                        29.994,                         6.667,
21/12/2016 15:00:00    ,                      1630.507,                        29.992,                         6.671,
21/12/2016 16:00:00    ,                      1630.499,                        29.990,                         6.671,
21/12/2016 17:00:00    ,                      1630.830,                        29.994,                         6.668,
21/12/2016 18:00:00    ,                      1630.942,                        29.994,                         6.667,
21/12/2016 19:00:00    ,                      1631.257,                        29.994,                         6.664,
21/12/2016 20:00:00    ,                      1631.466,                        29.994,                         6.662,
21/12/2016 21:00:00    ,                      1631.804,                        29.993,                         6.658,
21/12/2016 22:00:00    ,                      1632.231,                        29.995,                         6.654,
21/12/2016 23:00:00    ,                      1632.533,                        29.993,                         6.651,
22/12/2016 00:00:00    ,                      1632.964,                        29.993,                         6.647,
22/12/2016 01:00:00    ,                      1632.734,                        29.991,                         6.649,
22/12/2016 02:00:00    ,                      1632.606,                        29.993,                         6.650,
22/12/2016 03:00:00    ,                      1632.622,                        29.990,                         6.650,
22/12/2016 04:00:00    ,                      1632.598,                        29.991,                         6.650,
22/12/2016 05:00:00    ,                      1632.763,                        29.994,                         6.649,
22/12/2016 06:00:00    ,                      1633.427,                        29.993,                         6.642,
22/12/2016 07:00:00    ,                      1635.058,                        29.992,                         6.626,
22/12/2016 08:00:00    ,                      1636.013,                        29.994,                         6.616,
22/12/2016 09:00:00    ,                      1636.303,                        29.994,                         6.613,
22/12/2016 10:00:00    ,                      1636.613,                        29.992,                         6.610,
22/12/2016 11:00:00    ,                      1637.076,                        29.993,                         6.605,
22/12/2016 12:00:00    ,                      1637.362,                        29.991,                         6.602,
22/12/2016 13:00:00    ,                      1637.382,                        29.991,                         6.602,
22/12/2016 14:00:00    ,                      1638.063,                        29.994,                         6.595,
22/12/2016 15:00:00    ,                      1639.311,                        29.993,                         6.583,
22/12/2016 16:00:00    ,                      1639.577,                        29.995,                         6.580,
22/12/2016 17:00:00    ,                      1640.177,                        29.992,                         6.574,
22/12/2016 18:00:00    ,                      1640.338,                        29.994,                         6.573,
22/12/2016 19:00:00    ,                      1641.341,                        29.991,                         6.563,
22/12/2016 20:00:00    ,                      1642.589,                        29.992,                         6.550,
22/12/2016 21:00:00    ,                      1643.946,                        29.994,                         6.537,
22/12/2016 22:00:00    ,                      1645.175,                        29.995,                         6.524,
22/12/2016 23:00:00    ,                      1646.520,                        29.992,                         6.511,
23/12/2016 00:00:00    ,                      1647.672,                        29.991,                         6.499,
23/12/2016 01:00:00    ,                      1648.408,                        29.994,                         6.492,
23/12/2016 02:00:00    ,                      1649.246,                        29.994,                         6.484,
23/12/2016 03:00:00    ,                      1650.189,                        29.995,                         6.474,
23/12/2016 04:00:00    ,                      1651.071,                        29.992,                         6.465,
23/12/2016 05:00:00    ,                      1652.126,                        29.990,                         6.455,
23/12/2016 06:00:00    ,                      1653.080,                        29.992,                         6.445,
23/12/2016 07:00:00    ,                      1654.490,                        29.992,                         6.431,
23/12/2016 08:00:00    ,                      1655.537,                        29.993,                         6.421,
23/12/2016 09:00:00    ,                      1656.499,                        29.994,                         6.411,
23/12/2016 10:00:00    ,                      1657.393,                        29.992,                         6.402,
23/12/2016 11:00:00    ,                      1657.969,                        29.991,                         6.396,
23/12/2016 12:00:00    ,                      1658.489,                        29.992,                         6.391,
23/12/2016 13:00:00    ,                      1659.032,                        29.992,                         6.386,
23/12/2016 14:00:00    ,                      1659.274,                        29.991,                         6.383,
23/12/2016 15:00:00    ,                      1659.898,                        29.991,                         6.377,
23/12/2016 16:00:00    ,                      1660.136,                        29.991,                         6.375,
23/12/2016 17:00:00    ,                      1660.816,                        29.992,                         6.368,
23/12/2016 18:00:00    ,                      1661.880,                        29.992,                         6.357,
23/12/2016 19:00:00    ,                      1662.858,                        29.994,                         6.347,
23/12/2016 20:00:00    ,                      1664.042,                        29.994,                         6.335,
23/12/2016 21:00:00    ,                      1664.405,                        29.994,                         6.332,
23/12/2016 22:00:00    ,                      1665.149,                        29.992,                         6.324,
23/12/2016 23:00:00    ,                      1665.911,                        29.991,                         6.317,
24/12/2016 00:00:00    ,                      1666.515,                        29.992,                         6.311,
24/12/2016 01:00:00    ,                      1666.841,                        29.991,                         6.307,
24/12/2016 02:00:00    ,                      1667.248,                        29.993,                         6.303,
24/12/2016 03:00:00    ,                      1667.747,                        29.992,                         6.298,
24/12/2016 04:00:00    ,                      1668.266,                        29.993,                         6.293,
24/12/2016 05:00:00    ,                      1668.915,                        29.994,                         6.287,
24/12/2016 06:00:00    ,                      1669.728,                        29.994,                         6.278,
24/12/2016 07:00:00    ,                      1670.558,                        29.991,                         6.270,
24/12/2016 08:00:00    ,                      1671.138,                        29.994,                         6.264,
24/12/2016 09:00:00    ,                      1671.621,                        29.991,                         6.260,
24/12/2016 10:00:00    ,                      1672.052,                        29.993,                         6.255,
24/12/2016 11:00:00    ,                      1672.148,                        29.992,                         6.254,
24/12/2016 12:00:00    ,                      1672.483,                        29.995,                         6.251,
24/12/2016 13:00:00    ,                      1672.765,                        29.991,                         6.248,
24/12/2016 14:00:00    ,                      1672.648,                        29.994,                         6.249,
24/12/2016 15:00:00    ,                      1673.042,                        29.992,                         6.245,
24/12/2016 16:00:00    ,                      1672.869,                        29.991,                         6.247,
24/12/2016 17:00:00    ,                      1673.711,                        29.992,                         6.239,
24/12/2016 18:00:00    ,                      1674.360,                        29.993,                         6.232,
24/12/2016 19:00:00    ,                      1674.867,                        29.994,                         6.227,
24/12/2016 20:00:00    ,                      1675.278,                        29.993,                         6.223,
24/12/2016 21:00:00    ,                      1676.156,                        29.992,                         6.214,
24/12/2016 22:00:00    ,                      1676.578,                        29.991,                         6.210,
24/12/2016 23:00:00    ,                      1676.852,                        29.991,                         6.207,
25/12/2016 00:00:00    ,                      1677.408,                        29.995,                         6.202,
25/12/2016 01:00:00    ,                      1677.617,                        29.994,                         6.200,
25/12/2016 02:00:00    ,                      1677.677,                        29.993,                         6.199,
25/12/2016 03:00:00    ,                      1677.803,                        29.993,                         6.198,
25/12/2016 04:00:00    ,                      1678.177,                        29.992,                         6.194,
25/12/2016 05:00:00    ,                      1678.346,                        29.992,                         6.192,
25/12/2016 06:00:00    ,                      1678.854,                        29.996,                         6.187,
25/12/2016 07:00:00    ,                      1679.655,                        29.994,                         6.179,
25/12/2016 08:00:00    ,                      1680.630,                        29.995,                         6.169,
25/12/2016 09:00:00    ,                      1680.996,                        29.994,                         6.166,
25/12/2016 10:00:00    ,                      1681.057,                        29.994,                         6.165,
25/12/2016 11:00:00    ,                      1681.089,                        29.994,                         6.165,
25/12/2016 12:00:00    ,                      1681.210,                        29.993,                         6.164,
25/12/2016 13:00:00    ,                      1681.202,                        29.994,                         6.164,
25/12/2016 14:00:00    ,                      1680.948,                        29.993,                         6.166,
25/12/2016 15:00:00    ,                      1681.145,                        29.993,                         6.164,
25/12/2016 16:00:00    ,                      1681.250,                        29.994,                         6.163,
25/12/2016 17:00:00    ,                      1681.536,                        29.992,                         6.160,
25/12/2016 18:00:00    ,                      1681.999,                        29.994,                         6.156,
25/12/2016 19:00:00    ,                      1682.619,                        29.994,                         6.149,
25/12/2016 20:00:00    ,                      1683.408,                        29.993,                         6.142,
25/12/2016 21:00:00    ,                      1683.795,                        29.991,                         6.138,
25/12/2016 22:00:00    ,                      1684.202,                        29.997,                         6.134,
25/12/2016 23:00:00    ,                      1684.556,                        29.995,                         6.130,
26/12/2016 00:00:00    ,                      1684.862,                        29.992,                         6.127,
26/12/2016 01:00:00    ,                      1685.079,                        29.993,                         6.125,
26/12/2016 02:00:00    ,                      1684.842,                        29.992,                         6.127,
26/12/2016 03:00:00    ,                      1684.777,                        29.993,                         6.128,
26/12/2016 04:00:00    ,                      1684.826,                        29.992,                         6.127,
26/12/2016 05:00:00    ,                      1685.124,                        29.995,                         6.124,
26/12/2016 06:00:00    ,                      1685.800,                        29.995,                         6.118,
26/12/2016 07:00:00    ,                      1686.308,                        29.995,                         6.113,
26/12/2016 08:00:00    ,                      1686.316,                        29.992,                         6.112,
26/12/2016 09:00:00    ,                      1686.775,                        29.993,                         6.108,
26/12/2016 10:00:00    ,                      1687.198,                        29.995,                         6.104,
26/12/2016 11:00:00    ,                      1687.307,                        29.993,                         6.103,
26/12/2016 12:00:00    ,                      1687.012,                        29.994,                         6.105,
26/12/2016 13:00:00    ,                      1686.892,                        29.995,                         6.107,
26/12/2016 14:00:00    ,                      1687.673,                        29.996,                         6.099,
26/12/2016 15:00:00    ,                      1687.959,                        29.994,                         6.096,
26/12/2016 16:00:00    ,                      1687.472,                        29.993,                         6.101,
26/12/2016 17:00:00    ,                      1687.818,                        29.992,                         6.097,
26/12/2016 18:00:00    ,                      1688.825,                        29.994,                         6.087,
26/12/2016 19:00:00    ,                      1689.203,                        29.992,                         6.084,
26/12/2016 20:00:00    ,                      1689.698,                        29.996,                         6.079,
26/12/2016 21:00:00    ,                      1690.198,                        29.992,                         6.074,
26/12/2016 22:00:00    ,                      1690.600,                        29.995,                         6.070,
26/12/2016 23:00:00    ,                      1690.613,                        29.992,                         6.069,
27/12/2016 00:00:00    ,                      1690.641,                        29.994,                         6.069,
27/12/2016 01:00:00    ,                      1690.637,                        29.992,                         6.069,
27/12/2016 02:00:00    ,                      1690.645,                        29.993,                         6.069,
27/12/2016 03:00:00    ,                      1691.023,                        29.992,                         6.065,
27/12/2016 04:00:00    ,                      1691.390,                        29.994,                         6.062,
27/12/2016 05:00:00    ,                      1692.074,                        29.991,                         6.055,
27/12/2016 06:00:00    ,                      1692.469,                        29.992,                         6.051,
27/12/2016 07:00:00    ,                      1692.836,                        29.995,                         6.047,
27/12/2016 08:00:00    ,                      1693.158,                        29.993,                         6.044,
27/12/2016 09:00:00    ,                      1693.226,                        29.992,                         6.043,
27/12/2016 10:00:00    ,                      1693.540,                        29.991,                         6.040,
27/12/2016 11:00:00    ,                      1693.915,                        29.993,                         6.036,
27/12/2016 12:00:00    ,                      1694.345,                        29.993,                         6.032,
27/12/2016 13:00:00    ,                      1693.887,                        29.994,                         6.037,
27/12/2016 14:00:00    ,                      1694.402,                        29.995,                         6.032,
27/12/2016 15:00:00    ,                      1694.531,                        29.996,                         6.030,
27/12/2016 16:00:00    ,                      1694.712,                        29.990,                         6.028,
27/12/2016 17:00:00    ,                      1694.797,                        29.994,                         6.028,
27/12/2016 18:00:00    ,                      1695.042,                        29.994,                         6.025,
27/12/2016 19:00:00    ,                      1695.514,                        29.996,                         6.020,
27/12/2016 20:00:00    ,                      1696.327,                        29.994,                         6.012,
27/12/2016 21:00:00    ,                      1696.661,                        29.992,                         6.009,
27/12/2016 22:00:00    ,                      1696.939,                        29.996,                         6.006,
27/12/2016 23:00:00    ,                      1697.418,                        29.996,                         6.001,
28/12/2016 00:00:00    ,                      1697.422,                        29.991,                         6.001,
28/12/2016 01:00:00    ,                      1697.712,                        29.993,                         5.998,
28/12/2016 02:00:00    ,                      1697.539,                        29.995,                         6.000,
28/12/2016 03:00:00    ,                      1697.600,                        29.992,                         6.000,
28/12/2016 04:00:00    ,                      1698.353,                        29.994,                         5.992,
28/12/2016 05:00:00    ,                      1699.001,                        29.994,                         5.985,
28/12/2016 06:00:00    ,                      1699.597,                        29.993,                         5.980,
28/12/2016 07:00:00    ,                      1700.551,                        29.994,                         5.970,
28/12/2016 08:00:00    ,                      1700.233,                        29.994,                         5.973,
28/12/2016 09:00:00    ,                      1700.877,                        29.994,                         5.967,
28/12/2016 10:00:00    ,                      1700.934,                        29.995,                         5.966,
28/12/2016 11:00:00    ,                      1700.958,                        29.996,                         5.966,
28/12/2016 12:00:00    ,                      1700.841,                        29.996,                         5.967,
28/12/2016 13:00:00    ,                      1701.059,                        29.995,                         5.965,
28/12/2016 14:00:00    ,                      1701.602,                        29.995,                         5.959,
28/12/2016 15:00:00    ,                      1701.522,                        29.993,                         5.960,
28/12/2016 16:00:00    ,                      1701.393,                        29.993,                         5.962,
28/12/2016 17:00:00    ,                      1701.751,                        29.994,                         5.958,
28/12/2016 18:00:00    ,                      1702.049,                        29.994,                         5.955,
28/12/2016 19:00:00    ,                      1702.653,                        29.993,                         5.949,
28/12/2016 20:00:00    ,                      1703.052,                        29.992,                         5.945,
28/12/2016 21:00:00    ,                      1703.491,                        29.993,                         5.941,
28/12/2016 22:00:00    ,                      1704.023,                        29.996,                         5.935,
28/12/2016 23:00:00    ,                      1704.409,                        29.996,                         5.931,
29/12/2016 00:00:00    ,                      1704.727,                        29.996,                         5.928,
29/12/2016 01:00:00    ,                      1704.602,                        29.995,                         5.929,
29/12/2016 02:00:00    ,                      1704.377,                        29.993,                         5.932,
29/12/2016 03:00:00    ,                      1704.441,                        29.995,                         5.931,
29/12/2016 04:00:00    ,                      1704.715,                        29.994,                         5.928,
29/12/2016 05:00:00    ,                      1705.017,                        29.995,                         5.925,
29/12/2016 06:00:00    ,                      1705.528,                        29.994,                         5.920,
29/12/2016 07:00:00    ,                      1705.879,                        29.994,                         5.917,
29/12/2016 08:00:00    ,                      1706.209,                        29.993,                         5.913,
29/12/2016 09:00:00    ,                      1706.116,                        29.994,                         5.914,
29/12/2016 10:00:00    ,                      1706.451,                        29.992,                         5.911,
29/12/2016 11:00:00    ,                      1706.483,                        29.994,                         5.911,
29/12/2016 12:00:00    ,                      1706.495,                        29.993,                         5.910,
29/12/2016 13:00:00    ,                      1706.181,                        29.995,                         5.914,
29/12/2016 14:00:00    ,                      1705.818,                        29.994,                         5.917,
29/12/2016 15:00:00    ,                      1705.939,                        29.996,                         5.916,
29/12/2016 16:00:00    ,                      1705.762,                        29.993,                         5.918,
29/12/2016 17:00:00    ,                      1706.382,                        29.994,                         5.912,
29/12/2016 18:00:00    ,                      1706.785,                        29.995,                         5.908,
29/12/2016 19:00:00    ,                      1707.067,                        29.995,                         5.905,
29/12/2016 20:00:00    ,                      1707.594,                        29.996,                         5.899,
29/12/2016 21:00:00    ,                      1708.094,                        29.995,                         5.894,
29/12/2016 22:00:00    ,                      1708.210,                        29.994,                         5.893,
29/12/2016 23:00:00    ,                      1708.037,                        29.996,                         5.895,
30/12/2016 00:00:00    ,                      1708.440,                        29.995,                         5.891,
30/12/2016 01:00:00    ,                      1708.058,                        29.994,                         5.895,
30/12/2016 02:00:00    ,                      1707.856,                        29.994,                         5.897,
30/12/2016 03:00:00    ,                      1707.981,                        29.994,                         5.896,
30/12/2016 04:00:00    ,                      1707.965,                        29.995,                         5.896,
30/12/2016 05:00:00    ,                      1707.973,                        29.993,                         5.896,
30/12/2016 06:00:00    ,                      1708.041,                        29.992,                         5.895,
30/12/2016 07:00:00    ,                      1708.617,                        29.994,                         5.889,
30/12/2016 08:00:00    ,                      1709.040,                        29.995,                         5.885,
30/12/2016 09:00:00    ,                      1709.314,                        29.995,                         5.882,
30/12/2016 10:00:00    ,                      1710.683,                        29.994,                         5.869,
30/12/2016 11:00:00    ,                      1709.999,                        29.994,                         5.875,
30/12/2016 12:00:00    ,                      1710.147,                        29.993,                         5.874,
30/12/2016 13:00:00    ,                      1710.172,                        29.995,                         5.874,
30/12/2016 14:00:00    ,                      1710.800,                        29.994,                         5.867,
30/12/2016 15:00:00    ,                      1709.986,                        29.994,                         5.876,
30/12/2016 16:00:00    ,                      1710.143,                        29.994,                         5.874,
30/12/2016 17:00:00    ,                      1710.671,                        29.994,                         5.869,
30/12/2016 18:00:00    ,                      1710.602,                        29.992,                         5.869,
30/12/2016 19:00:00    ,                      1710.796,                        29.993,                         5.867,
30/12/2016 20:00:00    ,                      1711.138,                        29.994,                         5.864,
30/12/2016 21:00:00    ,                      1711.827,                        29.997,                         5.857,
30/12/2016 22:00:00    ,                      1712.068,                        29.996,                         5.855,
30/12/2016 23:00:00    ,                      1712.201,                        29.993,                         5.853,
31/12/2016 00:00:00    ,                      1712.286,                        29.996,                         5.852,
31/12/2016 01:00:00    ,                      1712.394,                        29.997,                         5.851,
31/12/2016 02:00:00    ,                      1712.016,                        29.995,                         5.855,
31/12/2016 03:00:00    ,                      1711.891,                        29.996,                         5.856,
31/12/2016 04:00:00    ,                      1712.040,                        29.994,                         5.855,
31/12/2016 05:00:00    ,                      1712.136,                        29.994,                         5.854,
31/12/2016 06:00:00    ,                      1713.147,                        29.994,                         5.844,
31/12/2016 07:00:00    ,                      1713.812,                        29.997,                         5.837,
31/12/2016 08:00:00    ,                      1714.581,                        29.996,                         5.830,
31/12/2016 09:00:00    ,                      1715.197,                        29.993,                         5.823,
31/12/2016 10:00:00    ,                      1715.330,                        29.996,                         5.822,
31/12/2016 11:00:00    ,                      1715.543,                        29.996,                         5.820,
31/12/2016 12:00:00    ,                      1714.948,                        29.997,                         5.826,
31/12/2016 13:00:00    ,                      1714.641,                        29.995,                         5.829,
31/12/2016 14:00:00    ,                      1714.227,                        29.995,                         5.833,
31/12/2016 15:00:00    ,                      1714.182,                        29.994,                         5.834,
31/12/2016 16:00:00    ,                      1713.913,                        29.996,                         5.836,
31/12/2016 17:00:00    ,                      1713.997,                        29.996,                         5.835,
31/12/2016 18:00:00    ,                      1714.215,                        29.998,                         5.833,
31/12/2016 19:00:00    ,                      1714.766,                        29.994,                         5.828,
31/12/2016 20:00:00    ,                      1715.008,                        29.994,                         5.825,
31/12/2016 21:00:00    ,                      1715.181,                        29.996,                         5.824,
31/12/2016 22:00:00    ,                      1715.535,                        29.994,                         5.820,
31/12/2016 23:00:00    ,                      1716.047,                        29.994,                         5.815,
01/01/2017 00:00:00    ,                      1715.862,                        29.995,                         5.817,
01/01/2017 01:00:00    ,                      1716.248,                        29.996,                         5.813,
01/01/2017 02:00:00    ,                      1716.051,                        29.995,                         5.815,
01/01/2017 03:00:00    ,                      1715.922,                        29.996,                         5.816,
01/01/2017 04:00:00    ,                      1716.139,                        29.995,                         5.814,
01/01/2017 05:00:00    ,                      1716.538,                        29.996,                         5.810,
01/01/2017 06:00:00    ,                      1717.194,                        29.994,                         5.803,
01/01/2017 07:00:00    ,                      1717.351,                        29.994,                         5.802,
01/01/2017 08:00:00    ,                      1717.537,                        29.998,                         5.800,
01/01/2017 09:00:00    ,                      1717.621,                        29.996,                         5.799,
01/01/2017 10:00:00    ,                      1717.420,                        29.996,                         5.801,
01/01/2017 11:00:00    ,                      1717.698,                        29.996,                         5.798,
01/01/2017 12:00:00    ,                      1717.038,                        29.997,                         5.805,
01/01/2017 13:00:00    ,                      1716.824,                        29.996,                         5.807,
01/01/2017 14:00:00    ,                      1716.349,                        29.997,                         5.812,
01/01/2017 15:00:00    ,                      1717.078,                        29.994,                         5.805,
01/01/2017 16:00:00    ,                      1717.154,                        29.994,                         5.804,
01/01/2017 17:00:00    ,                      1717.029,                        29.995,                         5.805,
01/01/2017 18:00:00    ,                      1717.178,                        29.993,                         5.804,
01/01/2017 19:00:00    ,                      1717.525,                        29.994,                         5.800,
01/01/2017 20:00:00    ,                      1717.802,                        29.995,                         5.797,
01/01/2017 21:00:00    ,                      1718.387,                        29.996,                         5.791,
01/01/2017 22:00:00    ,                      1718.664,                        29.995,                         5.789,
01/01/2017 23:00:00    ,                      1718.632,                        29.995,                         5.789,
02/01/2017 00:00:00    ,                      1718.861,                        29.996,                         5.787,
02/01/2017 01:00:00    ,                      1718.737,                        29.997,                         5.788,
02/01/2017 02:00:00    ,                      1718.350,                        29.996,                         5.792,
02/01/2017 03:00:00    ,                      1718.435,                        29.995,                         5.791,
02/01/2017 04:00:00    ,                      1718.415,                        29.994,                         5.791,
02/01/2017 05:00:00    ,                      1718.552,                        29.996,                         5.790,
02/01/2017 06:00:00    ,                      1718.877,                        29.996,                         5.787,
02/01/2017 07:00:00    ,                      1719.385,                        29.994,                         5.781,
02/01/2017 08:00:00    ,                      1720.021,                        29.995,                         5.775,
02/01/2017 09:00:00    ,                      1720.150,                        29.996,                         5.774,
02/01/2017 10:00:00    ,                      1720.718,                        29.999,                         5.768,
02/01/2017 11:00:00    ,                      1720.662,                        29.997,                         5.769,
02/01/2017 12:00:00    ,                      1720.714,                        29.993,                         5.768,
02/01/2017 13:00:00    ,                      1720.122,                        29.994,                         5.774,
02/01/2017 14:00:00    ,                      1720.154,                        29.998,                         5.774,
02/01/2017 15:00:00    ,                      1720.005,                        29.995,                         5.775,
02/01/2017 16:00:00    ,                      1719.953,                        29.993,                         5.776,
02/01/2017 17:00:00    ,                      1720.207,                        29.996,                         5.773,
02/01/2017 18:00:00    ,                      1720.593,                        29.995,                         5.769,
02/01/2017 19:00:00    ,                      1721.036,                        29.997,                         5.765,
02/01/2017 20:00:00    ,                      1721.519,                        29.997,                         5.760,
02/01/2017 21:00:00    ,                      1721.826,                        29.995,                         5.757,
02/01/2017 22:00:00    ,                      1722.204,                        29.998,                         5.753,
02/01/2017 23:00:00    ,                      1722.361,                        29.997,                         5.752,
03/01/2017 00:00:00    ,                      1722.490,                        29.995,                         5.750,
03/01/2017 01:00:00    ,                      1722.433,                        29.995,                         5.751,
03/01/2017 02:00:00    ,                      1722.127,                        29.994,                         5.754,
03/01/2017 03:00:00    ,                      1722.059,                        29.995,                         5.755,
03/01/2017 04:00:00    ,                      1722.119,                        29.995,                         5.754,
03/01/2017 05:00:00    ,                      1722.357,                        29.996,                         5.752,
03/01/2017 06:00:00    ,                      1722.610,                        29.995,                         5.749,
03/01/2017 07:00:00    ,                      1723.202,                        29.995,                         5.743,
03/01/2017 08:00:00    ,                      1723.456,                        29.996,                         5.741,
03/01/2017 09:00:00    ,                      1723.887,                        29.996,                         5.736,
03/01/2017 10:00:00    ,                      1724.088,                        29.997,                         5.734,
03/01/2017 11:00:00    ,                      1724.322,                        29.997,                         5.732,
03/01/2017 12:00:00    ,                      1723.734,                        29.995,                         5.738,
03/01/2017 13:00:00    ,                      1723.758,                        29.996,                         5.738,
03/01/2017 14:00:00    ,                      1723.827,                        29.995,                         5.737,
03/01/2017 15:00:00    ,                      1723.484,                        29.995,                         5.740,
03/01/2017 16:00:00    ,                      1723.432,                        29.997,                         5.741,
03/01/2017 17:00:00    ,                      1723.637,                        29.995,                         5.739,
03/01/2017 18:00:00    ,                      1723.935,                        29.998,                         5.736,
03/01/2017 19:00:00    ,                      1724.491,                        29.998,                         5.730,
03/01/2017 20:00:00    ,                      1725.027,                        29.996,                         5.725,
03/01/2017 21:00:00    ,                      1725.687,                        29.998,                         5.718,
03/01/2017 22:00:00    ,                      1725.441,                        29.996,                         5.721,
03/01/2017 23:00:00    ,                      1725.836,                        29.997,                         5.717,
04/01/2017 00:00:00    ,                      1725.917,                        29.996,                         5.716,
04/01/2017 01:00:00    ,                      1726.021,                        29.997,                         5.715,
04/01/2017 02:00:00    ,                      1725.586,                        29.996,                         5.719,
04/01/2017 03:00:00    ,                      1725.510,                        29.996,                         5.720,
04/01/2017 04:00:00    ,                      1725.880,                        29.996,                         5.716,
04/01/2017 05:00:00    ,                      1726.191,                        29.996,                         5.713,
04/01/2017 06:00:00    ,                      1726.714,                        29.998,                         5.708,
04/01/2017 07:00:00    ,                      1727.028,                        29.997,                         5.705,
